"Census Tracts in New York, NY",Tract_fips,County_name,County_fips,State_name,State_fips,"Geographic Years Available","% Population, Citizenship - Foreign Born - Not a Citizen, 2016","% Population, Citizenship - Foreign Born - Naturalized, 2016","% Population, Citizenship - Native, 2016","% Employment, Unemployed, 2016","Family Income Total ($), 2016","# Population Not in Poverty, Total, 2016","# Population, Female, Not in Poverty, Total, 2016","% Population, Female, Not in Poverty, Total, 2016","# Population, Male, Not in Poverty, Total, 2016","% Population, Male, Not in Poverty, Total, 2016","% Population Not in Poverty, Total, 2016","# Population, Female, in Poverty, Total, 2016","% Population, Female, in Poverty, Total, 2016","# Population, Male, in Poverty, Total, 2016","% Population, Male, in Poverty, Total, 2016","# Population Poverty Universe, 2016","# Population, Female, Poverty Universe, 2016","# Population, Male, Poverty Universe, 2016","# Population, Not Hispanic, 2016","% Population, Not Hispanic, 2016"
"CT006600, Kings County, NY","36047006600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.2241,16.4430,65.3330,5.5454,82137796,3296,1750,45.1729,1546,39.9071,85.0800,223,5.7563,355,9.1637,3874,1901,1973,3140,81.0532
"CT006700, Kings County, NY","36047006700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.1234,6.1419,89.7347,5.5627,220242064,3374,1753,50.5479,1621,46.7416,97.2895,56,1.6148,38,1.0957,3468,1659,1809,3201,92.3010
"CT006800, Kings County, NY","36047006800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",24.3364,23.5226,52.1411,5.5466,85703934,3824,1882,36.4658,1942,37.6284,74.0942,776,15.0358,561,10.8700,5161,2503,2658,3794,73.5129
"CT006900, Kings County, NY","36047006900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.0827,7.2522,88.6651,5.5402,177907551,3509,1805,48.4824,1704,45.7695,94.2519,140,3.7604,74,1.9876,3723,1778,1945,3086,82.8901
"CT007000, Kings County, NY","36047007000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.7789,31.1416,57.0795,5.6143,50297950,2222,1203,48.5276,1019,41.1053,89.6329,141,5.6878,116,4.6793,2479,1135,1344,2022,81.5651
"CT007100, Kings County, NY","36047007100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.9076,5.8724,86.2201,5.6000,89565782,3308,1833,38.8594,1475,31.2699,70.1293,861,18.2531,548,11.6176,4717,2023,2694,2882,61.0982
"CT007200, Kings County, NY","36047007200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",42.6872,19.4844,37.8285,5.5165,19685100,1235,566,28.0615,669,33.1681,61.2295,403,19.9802,379,18.7903,2017,1048,969,844,41.8443
"CT007400, Kings County, NY","36047007400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",40.9859,14.0219,44.9922,5.5495,68541980,3880,1813,31.5799,2067,36.0042,67.5840,971,16.9134,890,15.5025,5741,2957,2784,1916,33.3740
"CT007500, Kings County, NY","36047007500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",8.8918,9.6291,81.4791,5.6071,155128553,4402,2341,50.7699,2061,44.6975,95.4674,78,1.6916,131,2.8410,4611,2192,2419,4085,88.5925
"CT007600, Kings County, NY","36047007600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",30.5381,18.0246,51.4372,5.5046,47978084,3051,1336,28.8740,1715,37.0651,65.9391,849,18.3488,727,15.7121,4627,2442,2185,1336,28.8740
"CT007700, Kings County, NY","36047007700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.7900,12.6349,81.5751,5.5441,164956239,3691,1898,46.5653,1793,43.9892,90.5545,202,4.9558,183,4.4897,4076,1976,2100,3667,89.9657
"CT007800, Kings County, NY","36047007800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",27.6082,13.1485,59.2433,5.5731,92540766,4357,1985,37.1792,2372,44.4278,81.6070,588,11.0133,394,7.3797,5339,2766,2573,1109,20.7717
"CT008000, Kings County, NY","36047008000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",25.9471,16.2483,57.8047,5.5195,68640965,3182,1484,33.8658,1698,38.7494,72.6152,634,14.4683,566,12.9165,4382,2264,2118,946,21.5883
"CT008200, Kings County, NY","36047008200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",24.2828,10.5348,65.1825,5.5580,57047759,3290,1498,34.3815,1792,41.1292,75.5107,620,14.2300,447,10.2594,4357,2239,2118,1193,27.3812
"CT008400, Kings County, NY","36047008400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",23.6903,16.8106,59.4991,5.4890,43336268,2170,948,27.2884,1222,35.1756,62.4640,708,20.3800,596,17.1560,3474,1818,1656,924,26.5976
"CT008500, Kings County, NY","36047008500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.0949,9.7085,78.1966,5.5480,64215310,3565,2087,28.2983,1478,20.0407,48.3390,2257,30.6034,1553,21.0576,7375,3031,4344,3867,52.4339
"CT008600, Kings County, NY","36047008600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT008800, Kings County, NY","36047008800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",23.6185,13.4284,62.9531,5.5359,39644656,2683,1220,36.2448,1463,43.4641,79.7089,381,11.3191,302,8.9721,3366,1765,1601,1239,36.8093
"CT009000, Kings County, NY","36047009000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",42.9791,20.1771,36.8438,5.4974,28528221,1958,949,30.0127,1009,31.9102,61.9228,589,18.6275,615,19.4497,3162,1624,1538,1833,57.9696
"CT009200, Kings County, NY","36047009200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",32.3986,16.9665,50.6349,5.5115,75273237,3997,1901,33.5273,2096,36.9665,70.4938,832,14.6737,841,14.8325,5670,2937,2733,3332,58.7654
"CT009400, Kings County, NY","36047009400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",31.6957,21.5412,46.7631,5.5330,90690291,4608,2259,37.1180,2349,38.5968,75.7148,815,13.3914,663,10.8939,6086,3012,3074,4954,81.3999
"CT009600, Kings County, NY","36047009600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",38.7488,10.2241,51.0271,5.5573,102037778,4527,2160,33.6134,2367,36.8347,70.4482,988,15.3750,911,14.1768,6426,3278,3148,2600,40.4606
"CT009800, Kings County, NY","36047009800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",42.3957,15.1548,42.4495,5.5492,80844231,4781,2307,31.0498,2474,33.2974,64.3472,1397,18.8022,1252,16.8506,7430,3726,3704,3611,48.6003
"CT010000, Kings County, NY","36047010000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",42.6593,14.7096,42.6311,5.5185,85544946,4478,2190,30.9453,2288,32.3301,63.2754,1328,18.7650,1271,17.9596,7077,3559,3518,4522,63.8971
"CT010100, Kings County, NY","36047010100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",23.7335,12.5607,63.7058,5.4936,64641020,3380,1707,39.4865,1673,38.7000,78.1864,415,9.5998,528,12.2137,4323,2201,2122,1586,36.6875
"CT010200, Kings County, NY","36047010200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",42.3482,21.5982,36.0536,5.5593,101510832,4708,2213,37.5467,2495,42.3312,79.8778,677,11.4863,509,8.6359,5894,3004,2890,4442,75.3648
"CT010400, Kings County, NY","36047010400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",46.4531,26.8612,26.6858,5.5730,71946640,3738,1721,27.4350,2017,32.1537,59.5887,1382,22.0309,1153,18.3804,6273,3170,3103,5884,93.7988
"CT010600, Kings County, NY","36047010600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",48.3991,18.0627,33.5382,5.5462,72079615,3686,1706,27.5873,1980,32.0181,59.6054,1344,21.7335,1154,18.6611,6184,3134,3050,5455,88.2115
"CT010800, Kings County, NY","36047010800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",43.9934,19.0754,36.9312,5.5109,80515612,3494,1628,29.6323,1866,33.9643,63.5967,1136,20.6771,864,15.7262,5494,2730,2764,4726,86.0211
"CT011000, Kings County, NY","36047011000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",50.4078,10.6796,38.9126,5.4972,32931656,1695,824,32.0000,871,33.8252,65.8252,407,15.8058,473,18.3689,2575,1344,1231,1364,52.9709
"CT011200, Kings County, NY","36047011200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",28.2801,23.6259,48.0940,5.5556,72861626,4668,2266,33.4811,2402,35.4905,68.9716,1153,17.0361,947,13.9923,6768,3349,3419,4499,66.4746
"CT011400, Kings County, NY","36047011400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.6060,20.4480,61.9461,5.5270,61385650,2480,1247,30.0337,1233,29.6965,59.7303,881,21.2187,791,19.0511,4152,2024,2128,3524,84.8748
"CT011600, Kings County, NY","36047011600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",38.5370,28.7703,32.6927,5.5505,69311386,3381,1684,33.0261,1697,33.2810,66.3071,943,18.4938,775,15.1991,5099,2472,2627,4658,91.3512
"CT011700, Kings County, NY","36047011700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.1572,17.7650,70.0778,5.5269,56349350,2151,1028,42.0794,1123,45.9681,88.0475,195,7.9820,97,3.9705,2443,1220,1223,1440,58.9439
"CT011800, Kings County, NY","36047011800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",44.5957,13.1064,42.2979,5.6127,22630770,1440,684,29.1064,756,32.1702,61.2766,487,20.7234,423,18.0000,2350,1179,1171,2103,89.4894
"CT011900, Kings County, NY","36047011900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.3917,5.7572,80.8511,5.5609,39442859,1496,741,46.3705,755,47.2466,93.6170,42,2.6283,60,3.7547,1598,815,783,1190,74.4681
"CT012000, Kings County, NY","36047012000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",57.7475,14.0590,28.1935,5.5062,14917000,716,351,26.5306,365,27.5888,54.1194,299,22.6002,308,23.2804,1323,673,650,1184,89.4936
"CT012100, Kings County, NY","36047012100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.2425,20.6483,73.1092,5.4979,37479823,1493,771,46.2785,722,43.3373,89.6158,86,5.1621,87,5.2221,1666,809,857,1114,66.8667
"CT012200, Kings County, NY","36047012200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",42.7120,11.6180,45.6700,5.5382,69441103,3894,1818,32.3949,2076,36.9922,69.3870,940,16.7498,778,13.8632,5612,2854,2758,3081,54.9002
"CT012600, Kings County, NY","36047012600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",28.0783,23.4164,48.5053,5.5409,45795703,1643,716,25.4804,927,32.9893,58.4698,659,23.4520,508,18.0783,2810,1435,1375,2249,80.0356
"CT012700, Kings County, NY","36047012700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.7266,8.7520,85.5213,5.5586,57017918,2619,1286,34.7380,1333,36.0076,70.7455,764,20.6375,319,8.6170,3702,1652,2050,2184,58.9951
"CT012801, Kings County, NY","36047012801 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",32.1942,24.6853,43.1205,5.5783,41099563,1862,963,43.3004,899,40.4227,83.7230,174,7.8237,188,8.4532,2224,1087,1137,2042,91.8165
"CT012901, Kings County, NY","36047012901 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.6978,11.8786,69.4237,5.5446,55579011,2068,1101,48.4382,967,42.5429,90.9811,130,5.7193,75,3.2996,2273,1042,1231,1715,75.4509
"CT012902, Kings County, NY","36047012902 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.9801,8.6282,84.3917,5.4235,60744434,1779,984,47.6975,795,38.5361,86.2336,109,5.2836,175,8.4828,2063,970,1093,1735,84.1008
"CT013000, Kings County, NY","36047013000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.1824,28.2112,58.6063,5.5038,103297734,3766,1852,36.7679,1914,37.9988,74.7667,688,13.6589,583,11.5743,5037,2497,2540,3859,76.6131
"CT013100, Kings County, NY","36047013100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.7483,9.3227,83.9290,5.4930,142831415,3640,1923,48.0630,1717,42.9143,90.9773,199,4.9738,162,4.0490,4001,1879,2122,3214,80.3299
"CT013200, Kings County, NY","36047013200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",28.8599,16.9962,54.1439,5.6109,42379181,1993,990,41.6491,1003,42.1960,83.8452,173,7.2781,211,8.8767,2377,1214,1163,2040,85.8225
"CT013300, Kings County, NY","36047013300 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",5.1773,6.4779,88.3448,5.5301,164051962,3698,1934,49.3242,1764,44.9885,94.3127,116,2.9584,107,2.7289,3921,1871,2050,3341,85.2079
"CT013400, Kings County, NY","36047013400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",16.2281,16.3012,67.4708,5.5413,99889847,3541,1708,41.6179,1833,44.6637,86.2817,348,8.4795,215,5.2388,4104,2048,2056,3477,84.7222
"CT013500, Kings County, NY","36047013500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.1972,7.4694,83.3333,5.5188,214560346,3667,1948,51.7810,1719,45.6938,97.4747,61,1.6215,34,0.9038,3762,1753,2009,3255,86.5231
"CT013600, Kings County, NY","36047013600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.1787,22.5604,73.2609,5.5456,102510848,3094,1612,38.9372,1482,35.7971,74.7343,465,11.2319,581,14.0338,4140,2063,2077,3446,83.2367
"CT013700, Kings County, NY","36047013700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.1785,13.8265,78.9950,5.5363,122883282,2772,1407,43.9139,1365,42.6030,86.5169,213,6.6479,219,6.8352,3204,1584,1620,2605,81.3046
"CT013800, Kings County, NY","36047013800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.1741,24.5498,65.2761,5.5522,83550149,2696,1331,39.9460,1365,40.9664,80.9124,420,12.6050,216,6.4826,3332,1581,1751,2861,85.8643
"CT013900, Kings County, NY","36047013900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.4885,9.5147,83.9967,5.5394,114445011,3234,1690,46.0742,1544,42.0938,88.1679,230,6.2704,204,5.5616,3668,1748,1920,2996,81.6794
"CT014000, Kings County, NY","36047014000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",20.3675,25.0394,54.5932,5.5270,43998785,1566,831,43.6220,735,38.5827,82.2047,177,9.2913,162,8.5039,1905,897,1008,1713,89.9213
"CT014100, Kings County, NY","36047014100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.9408,8.4436,79.6156,5.5114,117132121,2954,1545,48.6767,1409,44.3919,93.0687,108,3.4026,112,3.5287,3174,1521,1653,2433,76.6541
"CT014200, Kings County, NY","36047014200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",19.0434,23.6502,57.3063,5.5726,69027831,2768,1473,43.2218,1295,37.9988,81.2207,345,10.1232,295,8.6561,3408,1590,1818,2878,84.4484
"CT014300, Kings County, NY","36047014300 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",18.7416,8.5876,72.6708,5.4995,62982040,3075,1500,40.5077,1575,42.5331,83.0408,349,9.4248,279,7.5344,3703,1854,1849,2234,60.3295
"CT014500, Kings County, NY","36047014500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",21.0120,13.8416,65.1464,5.5634,75178643,3450,1609,36.5101,1841,41.7744,78.2845,557,12.6390,400,9.0765,4407,2241,2166,2499,56.7052
"CT014700, Kings County, NY","36047014700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.7013,5.2462,82.0525,5.5478,53208560,1738,894,41.1413,844,38.8403,79.9816,230,10.5844,205,9.4340,2173,1049,1124,1315,60.5154
"CT014800, Kings County, NY","36047014800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",0.6250,11.6406,87.7344,5.6543,49814007,1275,674,52.6563,601,46.9531,99.6094,5,0.3906,0,0.0000,1280,601,679,1200,93.7500
"CT014900, Kings County, NY","36047014900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.6542,6.0358,86.3100,5.5636,178798239,4785,2477,47.1630,2308,43.9452,91.1081,370,7.0449,97,1.8469,5252,2405,2847,4251,80.9406
"CT015000, Kings County, NY","36047015000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",8.5491,10.3552,81.0957,5.4475,63924587,1637,859,51.7158,778,46.8393,98.5551,19,1.1439,5,0.3010,1661,783,878,1569,94.4612
"CT015100, Kings County, NY","36047015100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.5550,6.2401,89.2048,5.5556,184628893,3585,1845,48.5782,1740,45.8136,94.3918,156,4.1074,57,1.5008,3798,1797,2001,3398,89.4681
"CT015200, Kings County, NY","36047015200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",6.8369,24.7941,68.3690,5.6569,66639592,2127,1081,44.5222,1046,43.0807,87.6030,159,6.5486,142,5.8484,2428,1188,1240,2159,88.9209
"CT015300, Kings County, NY","36047015300 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",12.8769,4.9937,82.1294,5.5003,128482970,2989,1585,49.7802,1404,44.0955,93.8756,142,4.4598,53,1.6646,3184,1457,1727,2877,90.3580
"CT015400, Kings County, NY","36047015400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT015500, Kings County, NY","36047015500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.3312,6.6068,86.0620,5.4782,175917433,3314,1750,50.7099,1564,45.3202,96.0301,93,2.6949,44,1.2750,3451,1608,1843,3161,91.5966
"CT015700, Kings County, NY","36047015700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",9.3405,11.2650,79.3945,5.5754,231838765,4156,2240,52.5698,1916,44.9660,97.5358,75,1.7602,30,0.7041,4261,1946,2315,3953,92.7716
"CT015900, Kings County, NY","36047015900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.6880,5.7471,86.5649,5.5218,255151944,5007,2528,47.6352,2479,46.7119,94.3471,244,4.5977,56,1.0552,5307,2535,2772,4953,93.3296
"CT016000, Kings County, NY","36047016000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",14.6847,23.2207,62.0946,5.5651,99539655,3430,1771,39.8874,1659,37.3649,77.2523,472,10.6306,538,12.1171,4440,2197,2243,3569,80.3829
"CT016100, Kings County, NY","36047016100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",8.4767,12.8071,78.7162,5.5373,111952144,3087,1642,50.4300,1445,44.3796,94.8096,99,3.0405,70,2.1499,3256,1515,1741,2819,86.5786
"CT016200, Kings County, NY","36047016200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",10.2821,30.8462,58.8717,5.5249,72162030,1989,1021,46.4513,968,44.0400,90.4914,99,4.5041,110,5.0045,2198,1078,1120,1886,85.8053
"CT016300, Kings County, NY","36047016300 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",13.8407,9.3128,76.8465,5.5584,102910032,2805,1478,47.4631,1327,42.6140,90.0771,162,5.2023,147,4.7206,3114,1474,1640,2758,88.5678
"CT016400, Kings County, NY","36047016400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",3.0038,5.2566,91.7397,5.2910,20603215,799,388,48.5607,411,51.4393,100.0000,0,0.0000,0,0.0000,799,411,388,546,68.3354
"CT016500, Kings County, NY","36047016500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.7120,8.4705,86.8175,5.5588,332492525,5152,2771,51.8138,2381,44.5213,96.3351,74,1.3837,122,2.2812,5348,2503,2845,5009,93.6612
"CT016600, Kings County, NY","36047016600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.7096,18.8843,76.4060,5.6000,88407619,2020,1017,46.5021,1003,45.8619,92.3640,100,4.5725,67,3.0636,2187,1070,1117,2111,96.5249
"CT016700, Kings County, NY","36047016700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.2797,13.0898,82.6305,5.5085,191508236,4400,2334,48.7265,2066,43.1315,91.8580,212,4.4259,178,3.7161,4790,2244,2546,4334,90.4802
"CT016800, Kings County, NY","36047016800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",4.7411,12.1647,83.0942,5.5085,57979682,1478,798,49.7817,680,42.4205,92.2021,51,3.1815,74,4.6163,1603,754,849,1514,94.4479
"CT016900, Kings County, NY","36047016900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.4090,11.7306,76.8604,5.5556,158307828,3598,1827,39.1808,1771,37.9798,77.1606,663,14.2183,402,8.6211,4663,2173,2490,3683,78.9835
"CT017000, Kings County, NY","36047017000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.5833,30.0929,54.3239,5.5975,110426766,2919,1560,45.2699,1359,39.4370,84.7069,256,7.4289,271,7.8642,3446,1630,1816,3108,90.1915
"CT017100, Kings County, NY","36047017100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",3.4684,13.0127,83.5190,5.5362,152286316,3717,1981,50.1519,1736,43.9494,94.1013,141,3.5696,92,2.3291,3950,1828,2122,3633,91.9747
"CT017200, Kings County, NY","36047017200 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",7.0345,24.9113,68.0542,5.5636,109795555,2737,1332,42.9816,1405,45.3372,88.3188,242,7.8090,120,3.8722,3099,1525,1574,2784,89.8354
"CT017400, Kings County, NY","36047017400 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.7402,27.9831,54.2767,5.5619,53686329,1714,889,46.9377,825,43.5586,90.4963,105,5.5438,75,3.9599,1894,900,994,1744,92.0803
"CT017500, Kings County, NY","36047017500 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",0.0000,0.0000,100.0000,0.0000,70950,5,2,40.0000,3,60.0000,100.0000,0,0.0000,0,0.0000,5,3,2,3,60.0000
"CT017600, Kings County, NY","36047017600 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.0850,26.4816,58.4335,5.5866,45498349,2005,980,40.6133,1025,42.4782,83.0916,228,9.4488,180,7.4596,2413,1205,1208,2035,84.3349
"CT017700, Kings County, NY","36047017700 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CT017800, Kings County, NY","36047017800 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",17.0971,25.7927,57.1102,5.5594,63170747,2728,1309,42.7918,1419,46.3877,89.1795,199,6.5054,132,4.3151,3059,1551,1508,2536,82.9029
"CT017900, Kings County, NY","36047017900 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",8.2344,11.4014,80.3642,5.5670,81094447,3374,1821,48.0602,1553,40.9871,89.0472,245,6.4661,170,4.4867,3789,1723,2066,3289,86.8039
"CT018000, Kings County, NY","36047018000 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",15.0636,27.7005,57.2359,5.5728,55539651,2478,1214,35.9278,1264,37.4075,73.3353,473,13.9982,428,12.6665,3379,1692,1687,2689,79.5798
"CT018100, Kings County, NY","36047018100 ","Kings County, NY","36047 ","New York","36 ","2010, 2014",11.8922,18.8974,69.2104,5.5498,168873534,3824,2069,49.8074,1755,42.2484,92.0558,131,3.1536,199,4.7906,4154,1954,2200,3730,89.7930
